0.0000000000 ,0.0000000000 ,,,,,,
0.0001000000 ,0.0000866667 ,,,,,,
0.0002000000 ,0.0001733333 ,,,,,,
0.0003000000 ,0.0002600000 ,,,,,,
0.0004000000 ,0.0003466667 ,,,,,,
0.0005000000 ,0.0004333333 ,,,,,,
0.0006000000 ,0.0005200000 ,,,,,,
0.0007000000 ,0.0006066667 ,,,,,,
0.0008000000 ,0.0006933333 ,,,,,,
0.0009000000 ,0.0007800000 ,,,,,,
0.0010000000 ,0.0008666667 ,,,,,,
0.0011000000 ,0.0009533333 ,,,,,,
0.0012000000 ,0.0010400000 ,,,,,,
0.0013000000 ,0.0011266667 ,,,,,,
0.0014000000 ,0.0012133333 ,,,,,,
0.0015000000 ,0.0013000000 ,,,,,,
0.0016000000 ,0.0013866667 ,,,,,,
0.0017000000 ,0.0014733333 ,,,,,,
0.0018000000 ,0.0015600000 ,,,,,,
0.0019000000 ,0.0016466667 ,,,,,,
0.0020000000 ,0.0017333333 ,,,,,,
0.0021000000 ,0.0018200000 ,,,,,,
0.0022000000 ,0.0019066667 ,,,,,,
0.0023000000 ,0.0019933333 ,,,,,,
0.0024000000 ,0.0020800000 ,,,,,,
0.0025000000 ,0.0021666667 ,,,,,,
0.0026000000 ,0.0022533333 ,,,,,,
0.0027000000 ,0.0023400000 ,,,,,,
0.0028000000 ,0.0024266667 ,,,,,,
0.0029000000 ,0.0025133333 ,,,,,,
0.0030000000 ,0.0026000000 ,,,,,,
0.0031000000 ,0.0026866667 ,,,,,,
0.0032000000 ,0.0027733333 ,,,,,,
0.0033000000 ,0.0028600000 ,,,,,,
0.0034000000 ,0.0029466667 ,,,,,,
0.0035000000 ,0.0030333333 ,,,,,,
0.0036000000 ,0.0031200000 ,,,,,,
0.0037000000 ,0.0032066667 ,,,,,,
0.0038000000 ,0.0032933333 ,,,,,,
0.0039000000 ,0.0033800000 ,,,,,,
0.0040000000 ,0.0034666667 ,,,,,,
0.0041000000 ,0.0035533333 ,,,,,,
0.0042000000 ,0.0036400000 ,,,,,,
0.0043000000 ,0.0037266667 ,,,,,,
0.0044000000 ,0.0038133333 ,,,,,,
0.0045000000 ,0.0039000000 ,,,,,,
0.0046000000 ,0.0039866667 ,,,,,,
0.0047000000 ,0.0040733333 ,,,,,,
0.0048000000 ,0.0041600000 ,,,,,,
0.0049000000 ,0.0042466667 ,,,,,,
0.0050000000 ,0.0043333333 ,,,,,,
0.0051000000 ,0.0044200000 ,,,,,,
0.0052000000 ,0.0045066667 ,,,,,,
0.0053000000 ,0.0045933333 ,,,,,,
0.0054000000 ,0.0046800000 ,,,,,,
0.0055000000 ,0.0047666667 ,,,,,,
0.0056000000 ,0.0048533333 ,,,,,,
0.0057000000 ,0.0049400000 ,,,,,,
0.0058000000 ,0.0050266667 ,,,,,,
0.0059000000 ,0.0051133333 ,,,,,,
0.0060000000 ,0.0052000000 ,,,,,,
0.0059000000 ,0.0051133333 ,,,,,,
0.0058000000 ,0.0050266667 ,,,,,,
0.0057000000 ,0.0049400000 ,,,,,,
0.0056000000 ,0.0048533333 ,,,,,,
0.0055000000 ,0.0047666667 ,,,,,,
0.0054000000 ,0.0046800000 ,,,,,,
0.0053000000 ,0.0045933333 ,,,,,,
0.0052000000 ,0.0045066667 ,,,,,,
0.0051000000 ,0.0044200000 ,,,,,,
0.0050000000 ,0.0043333333 ,,,,,,
0.0049000000 ,0.0042466667 ,,,,,,
0.0048000000 ,0.0041600000 ,,,,,,
0.0047000000 ,0.0040733333 ,,,,,,
0.0046000000 ,0.0039866667 ,,,,,,
0.0045000000 ,0.0039000000 ,,,,,,
0.0044000000 ,0.0038133333 ,,,,,,
0.0043000000 ,0.0037266667 ,,,,,,
0.0042000000 ,0.0036400000 ,,,,,,
0.0041000000 ,0.0035533333 ,,,,,,
0.0040000000 ,0.0034666667 ,,,,,,
0.0039000000 ,0.0033800000 ,,,,,,
0.0038000000 ,0.0032933333 ,,,,,,
0.0037000000 ,0.0032066667 ,,,,,,
0.0036000000 ,0.0031200000 ,,,,,,
0.0035000000 ,0.0030333333 ,,,,,,
0.0034000000 ,0.0029466667 ,,,,,,
0.0033000000 ,0.0028600000 ,,,,,,
0.0032000000 ,0.0027733333 ,,,,,,
0.0031000000 ,0.0026866667 ,,,,,,
0.0030000000 ,0.0026000000 ,,,,,,
0.0029000000 ,0.0025133333 ,,,,,,
0.0028000000 ,0.0024266667 ,,,,,,
0.0027000000 ,0.0023400000 ,,,,,,
0.0026000000 ,0.0022533333 ,,,,,,
0.0025000000 ,0.0021666667 ,,,,,,
0.0024000000 ,0.0020800000 ,,,,,,
0.0023000000 ,0.0019933333 ,,,,,,
0.0022000000 ,0.0019066667 ,,,,,,
0.0021000000 ,0.0018200000 ,,,,,,
0.0020000000 ,0.0017333333 ,,,,,,
0.0019000000 ,0.0016466667 ,,,,,,
0.0018000000 ,0.0015600000 ,,,,,,
0.0017000000 ,0.0014733333 ,,,,,,
0.0016000000 ,0.0013866667 ,,,,,,
0.0015000000 ,0.0013000000 ,,,,,,
0.0014000000 ,0.0012133333 ,,,,,,
0.0013000000 ,0.0011266667 ,,,,,,
0.0012000000 ,0.0010400000 ,,,,,,
0.0011000000 ,0.0009533333 ,,,,,,
0.0010000000 ,0.0008666667 ,,,,,,
0.0009000000 ,0.0007800000 ,,,,,,
0.0008000000 ,0.0006933333 ,,,,,,
0.0007000000 ,0.0006066667 ,,,,,,
0.0006000000 ,0.0005200000 ,,,,,,
0.0005000000 ,0.0004333333 ,,,,,,
0.0004000000 ,0.0003466667 ,,,,,,
0.0003000000 ,0.0002600000 ,,,,,,
0.0002000000 ,0.0001733333 ,,,,,,
0.0001000000 ,0.0000866667 ,,,,,,
0.0000000000 ,0.0000000000 ,,,,,,
-0.0001000000 ,-0.0000866667 ,,,,,,
-0.0002000000 ,-0.0001733333 ,,,,,,
-0.0003000000 ,-0.0002600000 ,,,,,,
-0.0004000000 ,-0.0003466667 ,,,,,,
-0.0005000000 ,-0.0004333333 ,,,,,,
-0.0006000000 ,-0.0005200000 ,,,,,,
-0.0007000000 ,-0.0006066667 ,,,,,,
-0.0008000000 ,-0.0006933333 ,,,,,,
-0.0009000000 ,-0.0007800000 ,,,,,,
-0.0010000000 ,-0.0008666667 ,,,,,,
-0.0011000000 ,-0.0009533333 ,,,,,,
-0.0012000000 ,-0.0010400000 ,,,,,,
-0.0013000000 ,-0.0011266667 ,,,,,,
-0.0014000000 ,-0.0012133333 ,,,,,,
-0.0015000000 ,-0.0013000000 ,,,,,,
-0.0016000000 ,-0.0013866667 ,,,,,,
-0.0017000000 ,-0.0014733333 ,,,,,,
-0.0018000000 ,-0.0015600000 ,,,,,,
-0.0019000000 ,-0.0016466667 ,,,,,,
-0.0020000000 ,-0.0017333333 ,,,,,,
-0.0021000000 ,-0.0018200000 ,,,,,,
-0.0022000000 ,-0.0019066667 ,,,,,,
-0.0023000000 ,-0.0019933333 ,,,,,,
-0.0024000000 ,-0.0020800000 ,,,,,,
-0.0025000000 ,-0.0021666667 ,,,,,,
-0.0026000000 ,-0.0022533333 ,,,,,,
-0.0027000000 ,-0.0023400000 ,,,,,,
-0.0028000000 ,-0.0024266667 ,,,,,,
-0.0029000000 ,-0.0025133333 ,,,,,,
-0.0030000000 ,-0.0026000000 ,,,,,,
-0.0031000000 ,-0.0026866667 ,,,,,,
-0.0032000000 ,-0.0027733333 ,,,,,,
-0.0033000000 ,-0.0028600000 ,,,,,,
-0.0034000000 ,-0.0029466667 ,,,,,,
-0.0035000000 ,-0.0030333333 ,,,,,,
-0.0036000000 ,-0.0031200000 ,,,,,,
-0.0037000000 ,-0.0032066667 ,,,,,,
-0.0038000000 ,-0.0032933333 ,,,,,,
-0.0039000000 ,-0.0033800000 ,,,,,,
-0.0040000000 ,-0.0034666667 ,,,,,,
-0.0041000000 ,-0.0035533333 ,,,,,,
-0.0042000000 ,-0.0036400000 ,,,,,,
-0.0043000000 ,-0.0037266667 ,,,,,,
-0.0044000000 ,-0.0038133333 ,,,,,,
-0.0045000000 ,-0.0039000000 ,,,,,,
-0.0046000000 ,-0.0039866667 ,,,,,,
-0.0047000000 ,-0.0040733333 ,,,,,,
-0.0048000000 ,-0.0041600000 ,,,,,,
-0.0049000000 ,-0.0042466667 ,,,,,,
-0.0050000000 ,-0.0043333333 ,,,,,,
-0.0051000000 ,-0.0044200000 ,,,,,,
-0.0052000000 ,-0.0045066667 ,,,,,,
-0.0053000000 ,-0.0045933333 ,,,,,,
-0.0054000000 ,-0.0046800000 ,,,,,,
-0.0055000000 ,-0.0047666667 ,,,,,,
-0.0056000000 ,-0.0048533333 ,,,,,,
-0.0057000000 ,-0.0049400000 ,,,,,,
-0.0058000000 ,-0.0050266667 ,,,,,,
-0.0059000000 ,-0.0051133333 ,,,,,,
-0.0060000000 ,-0.0052000000 ,,,,,,
-0.0059000000 ,-0.0051133333 ,,,,,,
-0.0058000000 ,-0.0050266667 ,,,,,,
-0.0057000000 ,-0.0049400000 ,,,,,,
-0.0056000000 ,-0.0048533333 ,,,,,,
-0.0055000000 ,-0.0047666667 ,,,,,,
-0.0054000000 ,-0.0046800000 ,,,,,,
-0.0053000000 ,-0.0045933333 ,,,,,,
-0.0052000000 ,-0.0045066667 ,,,,,,
-0.0051000000 ,-0.0044200000 ,,,,,,
-0.0050000000 ,-0.0043333333 ,,,,,,
-0.0049000000 ,-0.0042466667 ,,,,,,
-0.0048000000 ,-0.0041600000 ,,,,,,
-0.0047000000 ,-0.0040733333 ,,,,,,
-0.0046000000 ,-0.0039866667 ,,,,,,
-0.0045000000 ,-0.0039000000 ,,,,,,
-0.0044000000 ,-0.0038133333 ,,,,,,
-0.0043000000 ,-0.0037266667 ,,,,,,
-0.0042000000 ,-0.0036400000 ,,,,,,
-0.0041000000 ,-0.0035533333 ,,,,,,
-0.0040000000 ,-0.0034666667 ,,,,,,
-0.0039000000 ,-0.0033800000 ,,,,,,
-0.0038000000 ,-0.0032933333 ,,,,,,
-0.0037000000 ,-0.0032066667 ,,,,,,
-0.0036000000 ,-0.0031200000 ,,,,,,
-0.0035000000 ,-0.0030333333 ,,,,,,
-0.0034000000 ,-0.0029466667 ,,,,,,
-0.0033000000 ,-0.0028600000 ,,,,,,
-0.0032000000 ,-0.0027733333 ,,,,,,
-0.0031000000 ,-0.0026866667 ,,,,,,
-0.0030000000 ,-0.0026000000 ,,,,,,
-0.0029000000 ,-0.0025133333 ,,,,,,
-0.0028000000 ,-0.0024266667 ,,,,,,
-0.0027000000 ,-0.0023400000 ,,,,,,
-0.0026000000 ,-0.0022533333 ,,,,,,
-0.0025000000 ,-0.0021666667 ,,,,,,
-0.0024000000 ,-0.0020800000 ,,,,,,
-0.0023000000 ,-0.0019933333 ,,,,,,
-0.0022000000 ,-0.0019066667 ,,,,,,
-0.0021000000 ,-0.0018200000 ,,,,,,
-0.0020000000 ,-0.0017333333 ,,,,,,
-0.0019000000 ,-0.0016466667 ,,,,,,
-0.0018000000 ,-0.0015600000 ,,,,,,
-0.0017000000 ,-0.0014733333 ,,,,,,
-0.0016000000 ,-0.0013866667 ,,,,,,
-0.0015000000 ,-0.0013000000 ,,,,,,
-0.0014000000 ,-0.0012133333 ,,,,,,
-0.0013000000 ,-0.0011266667 ,,,,,,
-0.0012000000 ,-0.0010400000 ,,,,,,
-0.0011000000 ,-0.0009533333 ,,,,,,
-0.0010000000 ,-0.0008666667 ,,,,,,
-0.0009000000 ,-0.0007800000 ,,,,,,
-0.0008000000 ,-0.0006933333 ,,,,,,
-0.0007000000 ,-0.0006066667 ,,,,,,
-0.0006000000 ,-0.0005200000 ,,,,,,
-0.0005000000 ,-0.0004333333 ,,,,,,
-0.0004000000 ,-0.0003466667 ,,,,,,
-0.0003000000 ,-0.0002600000 ,,,,,,
-0.0002000000 ,-0.0001733333 ,,,,,,
-0.0001000000 ,-0.0000866667 ,,,,,,
0.0000000000 ,0.0000000000 ,,,,,,
